ID,Lot Frontage,Lot Area,Year Built,1st Flr SF,Gr Liv Area,Garage Area,Neighborhood,Lot Config,Lot Shape,Overall Qual,Overall Cond,Year Remod/Add,2nd Flr SF,TotRms AbvGrd,SalePrice,SalePrice_BoxCox,SalePrice_BoxCox_Normalized,Total Bsmt SF
925,54.0,7681,1921,820,1343,186.0,Crawfor,FR2,IR1,5,6,1950,523,7,154900,12.513396624159826,1897177.7903408569,731.0
926,,8145,1940,1240,2480,400.0,Crawfor,Corner,IR1,7,6,1950,1240,13,205000,12.820761294744583,1943777.8817535243,920.0
927,70.0,9100,1954,1112,1112,390.0,Crawfor,Inside,Reg,5,6,1954,0,6,144800,12.439539750196037,1885980.2214347783,1112.0
928,75.0,12000,1941,860,1564,234.0,Crawfor,Inside,Reg,7,7,1950,704,7,174500,12.643997865814727,1916978.471363006,704.0
929,90.0,13339,1960,1561,1561,463.0,Crawfor,Inside,IR1,6,6,1960,0,6,193000,12.754545173589703,1933738.740648142,1561.0
930,78.0,15600,1949,986,1523,295.0,Crawfor,Inside,Reg,5,7,2005,537,7,158000,12.535108980019043,1900469.6383138152,1067.0
931,80.0,14000,1950,1152,1152,300.0,Crawfor,Inside,Reg,6,8,2004,0,6,158500,12.538571333425852,1900994.5717258228,1092.0
932,100.0,17500,1954,1906,1906,576.0,Crawfor,Corner,Reg,6,5,1954,0,6,224000,12.918117060644066,1958538.1584692441,1310.0
933,24.0,1733,1980,516,1032,452.0,Blueste,Inside,Reg,6,6,1980,516,5,115000,12.18742969204927,1847757.3777574566,516.0
934,24.0,1488,1980,561,1229,462.0,Blueste,Inside,Reg,6,6,1992,668,5,137000,12.378914642628803,1876788.7436076074,561.0
935,24.0,1612,1980,561,1229,462.0,Blueste,Inside,Reg,6,6,1980,668,5,121000,12.243037039710513,1856188.1042924875,561.0
936,24.0,1300,1980,561,1229,462.0,Blueste,Inside,Reg,6,6,1980,668,5,124000,12.269822633908772,1860249.114739155,561.0
937,,13607,1986,1182,1982,501.0,Crawfor,Inside,IR1,6,6,1986,800,6,208000,12.83671409726248,1946196.513843571,572.0
938,,17597,1971,2365,2365,551.0,Crawfor,Inside,Reg,7,9,2009,0,7,315000,13.293198172769845,2015404.8571661809,1803.0
939,,21695,1988,1680,1680,540.0,Crawfor,Corner,IR1,6,9,2007,0,5,222000,12.908263085802183,1957044.1802331062,880.0
940,59.0,10690,1920,672,1344,468.0,IDOTRR,Inside,Reg,5,7,1997,672,6,147000,12.456053683434318,1888483.9275276824,672.0
941,50.0,8660,1900,928,2168,576.0,IDOTRR,Inside,Reg,5,6,1993,928,11,123000,12.260966237668473,1858906.3811269975,760.0
942,60.0,6402,1920,596,1192,189.0,IDOTRR,Corner,Reg,5,5,1950,596,6,78000,11.763667449798733,1783510.048392817,596.0
943,105.0,8470,1915,1013,1526,0.0,IDOTRR,Corner,IR1,3,2,1982,0,6,85000,11.857368913591054,1797716.2900207702,1013.0
944,60.0,10200,1925,572,572,200.0,IDOTRR,Inside,Reg,4,6,1950,0,4,75000,11.720926273801668,1777029.984484498,572.0
945,44.0,3843,2007,1648,1648,482.0,Crawfor,Inside,IR1,8,5,2008,0,5,230000,12.947163496495815,1962941.9390447019,1596.0
946,109.0,21780,1910,810,810,280.0,IDOTRR,Inside,Reg,2,4,1950,0,4,57625,11.434072063212302,1733539.5195259124,0.0
947,75.0,10125,2000,1040,2052,642.0,Mitchel,Inside,Reg,8,5,2001,1012,7,251000,13.043216614553621,1977504.7190592347,1107.0
948,48.0,12822,2003,1518,2149,670.0,Mitchel,CulDSac,IR1,7,5,2003,631,6,239686,12.992503645414113,1969816.037750439,1434.0
949,43.0,12118,2004,1710,1710,550.0,Mitchel,CulDSac,IR1,7,5,2005,0,7,240000,12.993942867537351,1970034.240715599,1710.0
950,71.0,12209,2001,804,1961,560.0,Mitchel,CulDSac,IR1,6,5,2002,1157,7,215000,12.873066617774727,1951707.982600628,804.0
951,75.0,9750,1977,926,926,351.0,Mitchel,Inside,Reg,6,6,1977,0,5,156450,12.524306169685179,1898831.8054811957,902.0
952,72.0,9360,1977,1287,1287,541.0,Mitchel,Inside,Reg,6,7,1977,0,5,173000,12.634530610841592,1915543.1243976685,957.0
953,75.0,10125,1977,1302,1734,539.0,Mitchel,Inside,Reg,5,5,1977,432,8,126000,12.287324762548252,1862902.6428527283,0.0
954,,9947,1990,1217,1217,497.0,Mitchel,CulDSac,IR1,7,5,1991,0,6,173000,12.634530610841592,1915543.1243976685,1188.0
955,82.0,11070,1991,1595,1595,672.0,Mitchel,Inside,Reg,5,5,1991,0,5,152000,12.492691092766162,1894038.588773361,1582.0
956,,14375,1958,1344,1344,525.0,Timber,CulDSac,IR1,6,6,1958,0,7,137500,12.382902413782949,1877393.3365166162,819.0
957,150.0,215245,1965,2036,2036,513.0,Timber,Inside,IR3,7,5,1965,0,8,375000,13.485396650110184,2044544.4020474958,2136.0
958,89.0,12898,2007,1620,1620,912.0,Timber,Inside,IR1,9,5,2008,0,6,315500,13.29494539337606,2015669.7563161466,1620.0
959,83.0,13159,2009,846,1692,650.0,Timber,Corner,IR1,7,5,2009,846,6,224500,12.92056691195308,1958909.5846801,846.0
960,113.0,13438,2008,2036,2036,780.0,Timber,Corner,IR1,9,5,2008,0,9,410000,13.583859741918829,2059472.562367051,2190.0
961,79.0,14463,2008,1641,1641,885.0,Timber,Corner,IR1,9,5,2008,0,7,316500,13.29843160629783,2016198.307110646,1641.0
962,73.0,8925,2007,1466,1466,610.0,Timber,Inside,IR1,8,5,2007,0,7,201000,12.799126671653223,1940497.8189804724,1466.0
963,130.0,11457,1988,1412,1412,576.0,Timber,Corner,IR1,6,5,1988,0,6,175000,12.647135679309187,1917454.2007153702,1392.0
964,,9839,1980,1375,2237,440.0,Timber,CulDSac,IR1,6,8,2006,862,7,204000,12.815392170273952,1942963.8594696298,712.0
965,125.0,14419,1987,1479,1479,578.0,Timber,Corner,IR1,7,5,1989,0,7,213500,12.865376681620475,1950542.098027544,1645.0
966,,6853,2001,1296,1296,471.0,Timber,Inside,IR1,8,5,2002,0,6,220000,12.898320618251024,1955536.785463665,1267.0
967,75.0,9157,2003,1072,2014,486.0,Timber,Corner,IR1,7,5,2003,942,9,170000,12.6153492344072,1912635.0026100783,912.0
968,85.0,14601,2006,1838,1838,765.0,Timber,Inside,Reg,9,5,2006,0,8,315000,13.293198172769845,2015404.8571661809,1838.0
969,85.0,12633,2007,1978,1978,920.0,Timber,Inside,IR1,9,5,2007,0,7,425000,13.62352829075926,2065486.7799368717,1978.0
970,75.0,12518,1968,1008,1008,384.0,Mitchel,Inside,IR1,5,7,1968,0,6,139500,12.39871088536322,1879790.0863425941,1008.0
971,100.0,21750,1960,1771,1771,336.0,Mitchel,Inside,Reg,5,4,2006,0,9,115000,12.18742969204927,1847757.3777574566,0.0
972,32.0,4500,1998,1204,1204,412.0,Mitchel,FR2,Reg,6,5,1998,0,5,162000,12.56250854285386,1904623.7336115611,1204.0
973,,4500,1999,1224,1224,402.0,Mitchel,FR2,Reg,6,5,1999,0,5,165000,12.582621162671286,1907673.0428254565,1224.0
974,21.0,1596,1973,526,988,297.0,MeadowV,Inside,Reg,4,5,1973,462,5,91000,11.931778951981087,1808997.7251460208,462.0
975,62.0,9858,1968,874,874,288.0,Mitchel,Inside,Reg,5,6,1968,0,5,130000,12.321516835275267,1868086.5623696875,864.0
976,21.0,1526,1970,630,630,286.0,MeadowV,Inside,Reg,4,8,2002,0,3,86000,11.87012565192108,1799650.3612696726,630.0
977,83.0,13383,1969,1404,1404,504.0,Mitchel,Inside,IR1,5,5,2000,0,7,160000,12.548893732768592,1902559.5686138994,1188.0
978,21.0,1477,1970,630,630,286.0,MeadowV,Inside,Reg,4,4,1970,0,3,80000,11.79126459828645,1787694.0999944855,630.0
979,21.0,1533,1970,798,1344,0.0,MeadowV,Inside,Reg,4,6,2008,546,6,97000,12.001471243106238,1819563.894416587,546.0
980,21.0,2217,1970,546,1092,286.0,MeadowV,Inside,Reg,4,4,1970,546,6,88000,11.89520338391532,1803452.4397620722,546.0
981,50.0,7689,1972,796,796,336.0,Mitchel,Inside,IR1,5,8,1972,0,4,131900,12.337393955669263,1870493.720161515,796.0
982,62.0,7706,1993,1091,1091,429.0,Mitchel,Inside,Reg,6,5,1996,0,5,131250,12.331987996439144,1869674.1132957772,384.0
983,,9101,1978,1110,1110,602.0,Mitchel,Corner,IR1,5,6,1978,0,4,165500,12.585937947583655,1908175.9063452606,1097.0
984,,8780,1985,833,833,0.0,Mitchel,Corner,IR1,5,5,1985,0,5,112000,12.158536753064917,1843376.8691085917,833.0
985,70.0,7669,1992,883,883,698.0,Mitchel,Inside,Reg,5,6,1993,0,5,149000,12.47085489470052,1890727.9648684456,828.0
986,85.0,14115,1993,796,1362,480.0,Mitchel,Inside,IR1,5,5,1995,566,5,143000,12.425842086890677,1883903.4949165517,796.0
987,62.0,10429,1992,624,1287,440.0,Mitchel,Inside,Reg,5,5,1992,663,6,130000,12.321516835275267,1868086.5623696875,624.0
988,,9819,1977,1567,1567,714.0,Mitchel,Inside,IR1,6,5,1977,0,5,196000,12.77147449879246,1936305.4250380616,1567.0
989,70.0,10457,1969,784,1632,898.0,Mitchel,Inside,IR1,5,7,1969,848,7,173000,12.634530610841592,1915543.1243976685,784.0
990,87.0,11029,1958,1414,1414,601.0,NAmes,Corner,IR1,6,8,2002,0,6,176500,12.656496016387582,1918873.3376730352,1184.0
991,,12925,1970,2117,2117,550.0,NAmes,Corner,IR1,6,7,1970,0,7,237500,12.982431933840699,1968289.048070363,1205.0
992,85.0,11075,1969,1092,2112,576.0,NAmes,Inside,Reg,6,5,1969,1020,9,206900,12.830891406459816,1945313.7255805095,952.0
993,72.0,8702,1997,926,1604,470.0,Gilbert,Inside,IR1,6,5,1998,678,7,187500,12.722818534456946,1928928.6097993688,926.0
994,65.0,8139,1995,680,1470,420.0,Gilbert,Inside,Reg,6,5,1996,790,7,165000,12.582621162671286,1907673.0428254565,680.0
995,59.0,9535,1998,926,1604,472.0,Gilbert,Inside,IR1,6,5,1998,678,7,195500,12.768670878329266,1935880.363271456,926.0
996,59.0,9042,1998,943,1638,472.0,Gilbert,Inside,IR1,6,5,1998,695,7,192000,12.74884398503478,1932874.3735518348,943.0
997,,15038,1996,916,1636,386.0,Gilbert,Corner,IR2,6,5,1996,720,7,173000,12.634530610841592,1915543.1243976685,916.0
998,53.0,14137,1996,1384,1384,404.0,Gilbert,Inside,IR1,5,5,1997,0,7,177900,12.665161379893771,1920187.108480668,1348.0
999,57.0,21872,1996,729,1446,406.0,Gilbert,FR2,IR2,7,5,1997,717,6,175000,12.647135679309187,1917454.2007153702,729.0
1000,41.0,4923,2001,1593,1593,682.0,StoneBr,Inside,Reg,8,5,2002,0,5,286000,13.186842483004337,1999280.0863657456,1593.0
1001,45.0,6264,1997,1682,1682,528.0,StoneBr,Corner,IR1,8,5,1997,0,6,247900,13.029550682458806,1975432.8033649356,1664.0
1002,41.0,5395,1993,1337,1337,462.0,StoneBr,Inside,IR1,8,5,1993,0,5,180000,12.678033360559553,1922138.651820201,1337.0
1003,39.0,5070,1992,1280,1280,506.0,StoneBr,Inside,IR1,8,5,1992,0,5,180000,12.678033360559553,1922138.651820201,1280.0
1004,100.0,10839,1997,926,1604,470.0,Gilbert,Corner,IR1,6,5,1998,678,7,181000,12.68411058649938,1923060.0305973804,926.0
1005,73.0,11184,1998,932,1633,460.0,Gilbert,Corner,IR1,6,5,1998,701,7,183000,12.696165716379086,1924887.7297708646,932.0
1006,,8000,1995,773,1658,431.0,Gilbert,Inside,Reg,6,5,1996,885,8,188000,12.72574068468929,1929371.6420700878,773.0
1007,,10832,1994,1086,1895,409.0,Gilbert,Corner,IR1,7,5,1996,809,7,194500,12.763042227093631,1935026.9936840825,712.0
1008,,14067,1991,851,1709,416.0,Gilbert,FR3,Reg,6,5,1991,858,7,185000,12.708090805899856,1926695.7132997268,836.0
1009,40.0,4671,1988,1228,1228,472.0,StoneBr,Inside,IR1,8,5,1989,0,5,189000,12.73156191946465,1930254.2095823225,1228.0
1010,65.0,5950,1989,1337,1337,462.0,StoneBr,Inside,IR1,8,5,1989,0,5,188500,12.728655132808383,1929813.5066100452,1337.0
1011,101.0,13543,2005,1168,2500,683.0,StoneBr,Corner,IR1,8,5,2005,1332,9,355000,13.424951176035512,2035380.1587660448,1168.0
1012,77.0,11198,2005,1134,2504,656.0,StoneBr,Inside,IR1,9,5,2007,1370,11,325000,13.327630577627348,2020625.2138547509,1122.0
1013,53.0,15401,2004,1884,1884,670.0,StoneBr,CulDSac,IR1,9,5,2004,0,7,387000,13.520146537016878,2049812.892740818,1884.0
1014,,31220,1952,1474,1474,495.0,Gilbert,FR2,IR1,6,2,1952,0,7,115000,12.18742969204927,1847757.3777574566,1632.0
1015,60.0,8118,2007,1710,1710,557.0,StoneBr,Inside,Reg,9,5,2007,0,6,334000,13.357732435401353,2025189.0087804692,1710.0
1016,,47280,1950,1488,1488,738.0,Gilbert,Inside,IR1,6,5,1950,0,6,133000,12.346482558172092,1871871.658968338,1488.0
1017,46.0,20544,1986,1236,2093,542.0,NWAmes,CulDSac,IR1,7,6,1991,857,7,215000,12.873066617774727,1951707.982600628,791.0
1018,63.0,12680,1988,1688,1688,528.0,NWAmes,Inside,IR1,7,6,1988,0,6,226500,12.930312470014801,1960387.1256599394,1675.0
1019,78.0,12090,1981,1422,1422,576.0,NWAmes,Inside,IR1,6,6,1981,0,7,175500,12.650264608736126,1917928.5831388326,1422.0
1020,,10825,1983,1260,1260,598.0,NWAmes,Inside,IR1,7,7,1983,0,6,181900,12.68955166930199,1923884.9626089302,1260.0
1021,56.0,18559,1978,2064,2064,550.0,NWAmes,CulDSac,IR1,7,5,1978,0,7,235000,12.97080012508741,1966525.5293479078,2048.0
1022,85.0,14450,1979,1782,1782,551.0,NWAmes,Inside,Reg,7,5,1979,0,6,220000,12.898320618251024,1955536.785463665,1782.0
1023,,12227,1977,1542,2872,619.0,NWAmes,Corner,IR1,6,7,1995,1330,11,272000,13.13160407475076,1990905.2953749327,1330.0
1024,90.0,13068,1976,1211,1211,461.0,NWAmes,Corner,Reg,6,5,1976,0,6,161000,12.555722117350268,1903594.8318570724,1211.0
1025,,15611,1977,1126,1126,540.0,NWAmes,Corner,IR1,5,6,1977,0,6,175000,12.647135679309187,1917454.2007153702,1126.0
1026,80.0,10400,1980,1277,2044,489.0,NWAmes,Inside,Reg,7,6,1988,767,7,185000,12.708090805899856,1926695.7132997268,738.0
1027,75.0,9743,1969,720,1308,484.0,NWAmes,Inside,Reg,5,6,1969,588,7,146900,12.45530838667453,1888370.9317918061,720.0
1028,,12511,1978,1420,2840,1314.0,NWAmes,Corner,IR1,7,7,1978,1420,8,292500,13.211582787932828,2003031.0069548017,1420.0
1029,104.0,11361,1976,1523,1523,478.0,NWAmes,Inside,Reg,6,5,1976,0,7,180000,12.678033360559553,1922138.651820201,1193.0
1030,80.0,10400,1976,1444,1444,473.0,NWAmes,Inside,Reg,6,5,1976,0,5,159900,12.54820856646763,1902455.6893612903,1444.0
1031,80.0,10480,1976,1098,1964,483.0,NWAmes,Inside,Reg,7,6,1976,866,8,205000,12.820761294744583,1943777.8817535243,803.0
1032,80.0,10000,1973,1178,1178,439.0,NWAmes,Inside,Reg,5,6,2000,0,5,157000,12.528151533687474,1899414.8077946368,1176.0
1033,,14311,1996,1236,2340,787.0,NWAmes,FR3,IR1,8,5,1996,1104,9,306000,13.261268585238675,2010563.9569583228,1236.0
1034,60.0,9000,1974,896,1792,480.0,NAmes,FR2,Reg,5,5,1974,896,8,133000,12.346482558172092,1871871.658968338,896.0
1035,65.0,9750,1969,1054,1054,460.0,NAmes,FR2,Reg,6,8,1969,0,6,151000,12.485460249213707,1892942.3080267978,1054.0
1036,68.0,10295,1969,936,936,288.0,NAmes,FR2,Reg,4,6,1969,0,4,111900,12.157560479316594,1843228.8545504173,936.0
1037,63.0,7560,1971,864,864,576.0,NAmes,Inside,Reg,5,5,1971,0,5,123000,12.260966237668473,1858906.3811269975,864.0
1038,,12735,1972,864,864,576.0,NAmes,FR2,IR1,4,5,1972,0,5,111250,12.151193517915171,1842263.5484768108,864.0
1039,34.0,4060,1998,1337,1337,511.0,NAmes,Inside,Reg,6,5,1999,0,5,181000,12.68411058649938,1923060.0305973804,1405.0
1040,21.0,1680,1973,483,987,264.0,BrDale,Inside,Reg,6,5,1973,504,5,103400,12.07124399314859,1830142.262203296,483.0
1041,21.0,1680,1973,483,987,264.0,BrDale,Inside,Reg,6,5,1973,504,5,100000,12.034728695038693,1824606.1144520135,483.0
1042,21.0,1890,1972,483,987,352.0,BrDale,Inside,Reg,6,6,1972,504,5,100500,12.040175172787588,1825431.8644007395,483.0
1043,21.0,1869,1970,483,987,280.0,BrDale,Inside,Reg,6,6,1970,504,5,106000,12.098372265583615,1834255.2266924663,483.0
1044,21.0,1680,1971,483,987,264.0,BrDale,Inside,Reg,6,5,1971,504,4,85400,11.862489390168806,1798492.614365871,483.0
1045,21.0,1680,1971,483,987,264.0,BrDale,Inside,Reg,6,3,1971,504,5,89500,11.913643253214161,1806248.1403652988,483.0
1046,21.0,1680,1972,630,1302,264.0,BrDale,Inside,Reg,5,5,1972,672,6,111750,12.15609444414863,1843006.5864129933,630.0
1047,53.0,4043,1977,1069,1069,440.0,NPkVill,Inside,Reg,6,6,1977,0,4,140000,12.402627859225918,1880383.9455513142,1069.0
1048,24.0,2308,1975,855,1456,460.0,NPkVill,FR2,Reg,6,6,1975,601,7,143000,12.425842086890677,1883903.4949165517,855.0
1049,24.0,2529,1977,1055,1055,440.0,NPkVill,Inside,Reg,7,6,1977,0,4,148500,12.467173158574981,1890169.7704615174,1055.0
1050,,9477,1966,892,892,264.0,NAmes,Corner,Reg,5,5,1966,0,5,110000,12.138844925637665,1840391.3569596305,864.0
1051,96.0,12444,2008,1932,1932,774.0,NridgHt,FR2,Reg,8,5,2008,0,7,394617,13.541653523424374,2053073.6042946025,1932.0
1052,96.0,12474,2007,1742,2332,846.0,NridgHt,Inside,Reg,10,5,2008,590,9,426000,13.626123240734701,2065880.2048084936,1682.0
1053,114.0,14803,2007,2084,2084,1220.0,NridgHt,Inside,Reg,10,5,2008,0,7,385000,13.514429795373628,2048946.1676137873,2078.0
1054,67.0,14948,2008,1476,2713,858.0,NridgHt,Inside,IR1,9,5,2008,1237,11,446261,13.677436775000398,2073659.9388388873,1452.0
1055,98.0,12704,2007,1582,1582,905.0,NridgHt,Inside,Reg,8,5,2007,0,7,317500,13.301906905619783,2016725.2032753252,1582.0
1056,107.0,13891,2007,1710,1710,866.0,NridgHt,Inside,Reg,8,5,2008,0,6,372402,13.477728086409654,2043381.7577892304,1710.0
1057,105.0,13693,2007,2464,2464,650.0,NridgHt,Inside,Reg,8,5,2007,0,9,417500,13.60387081622226,2062506.47608925,2418.0
1058,104.0,14418,2007,1950,1950,706.0,NridgHt,Inside,IR1,9,5,2007,0,7,383000,13.508683507092083,2048074.9628696137,1950.0
1059,108.0,13418,2006,1850,2748,850.0,NridgHt,Inside,Reg,9,5,2006,898,9,390000,13.528666912052191,2051104.6815946274,1850.0
1060,96.0,12539,2005,1632,2790,1150.0,NridgHt,Inside,Reg,10,5,2006,1158,10,460000,13.710933469055933,2078738.430788011,1620.0
1061,102.0,12151,2005,1414,2331,1003.0,NridgHt,Inside,IR1,9,5,2005,917,9,379000,13.49710105295092,2046318.9268856007,1414.0
1062,74.0,8899,2007,948,2088,656.0,NridgHt,Inside,Reg,8,5,2007,1140,10,250000,13.038826636673068,1976839.1468900468,948.0
1063,85.0,10574,2004,1170,2332,756.0,NridgHt,Inside,IR1,8,5,2004,1162,9,316000,13.296689868335806,2015934.2391938828,1148.0
1064,106.0,12720,2003,2470,2470,789.0,NridgHt,Inside,Reg,10,5,2003,0,7,615000,14.032121679324938,2127434.333055284,2535.0
1065,110.0,13688,2003,1572,2668,726.0,NridgHt,Inside,IR1,9,5,2004,1096,10,412500,13.59057017718675,2060489.9431099645,1572.0
1066,85.0,10625,2003,1006,2046,871.0,NridgHt,Inside,Reg,7,5,2004,1040,8,284000,13.179117727404533,1998108.9227560633,998.0
1067,92.0,10845,2003,1575,1575,732.0,NridgHt,Corner,IR1,8,5,2004,0,7,284000,13.179117727404533,1998108.9227560633,1603.0
1068,130.0,16900,2001,1515,2649,746.0,NridgHt,Inside,Reg,8,5,2002,1134,10,421250,13.613742967736552,2064003.2101222507,1479.0
1069,112.0,16451,2003,1804,2690,795.0,NridgHt,Corner,IR1,8,5,2003,886,9,370000,13.470590678900153,2042299.6430433874,1765.0
1070,58.0,10110,2008,1866,1866,870.0,NridgHt,Inside,IR1,9,5,2008,0,7,336860,13.367129786699508,2026613.7575282608,1858.0
1071,65.0,8769,2008,1702,1702,1052.0,NridgHt,Corner,Reg,9,5,2008,0,7,367294,13.462494665371734,2041072.1923744967,1702.0
1072,135.0,12304,2005,1367,1367,484.0,NridgHt,Corner,IR3,7,5,2005,0,6,192000,12.74884398503478,1932874.3735518348,1367.0
1073,62.0,12677,2003,1518,1518,588.0,NridgHt,Inside,IR1,8,5,2004,0,6,274000,13.139665731612686,1992127.537169962,1518.0
1074,63.0,8849,2005,1684,1684,564.0,NridgHt,Inside,IR1,9,5,2005,0,6,266000,13.107061348194977,1987184.3299860386,1684.0
1075,89.0,8232,2007,1800,1800,944.0,NridgHt,Inside,IR1,9,5,2008,0,6,370967,13.473469578727457,2042736.1180450984,1800.0
1076,48.0,6240,2006,1342,1342,550.0,NridgHt,Inside,Reg,8,5,2007,0,6,234250,12.967286628914273,1965992.8420922966,1342.0
1077,48.0,6240,2006,1342,1342,550.0,NridgHt,Inside,Reg,8,5,2007,0,6,219500,12.895820986656547,1955157.8119772852,1342.0
1078,36.0,2448,2003,764,1626,474.0,NridgHt,Inside,Reg,7,5,2004,862,6,155000,12.514103728048559,1897284.9955892342,764.0
1079,36.0,2448,2003,764,1626,474.0,NridgHt,Inside,Reg,7,5,2004,862,6,154000,12.507012227332888,1896209.8408521148,764.0
1080,59.0,8198,2004,1358,1358,484.0,NridgHt,FR3,Reg,7,5,2004,0,6,207000,12.83142200987784,1945394.1712860498,1358.0
1081,,3940,2003,1455,1455,644.0,Blmngtn,Inside,Reg,7,5,2003,0,6,195000,12.765860133244088,1935454.2213285416,1415.0
1082,,3940,2004,1576,1576,668.0,Blmngtn,Inside,Reg,7,5,2004,0,7,219990,12.898270680889947,1955529.2143736423,1393.0
1083,43.0,3182,2005,1504,1504,437.0,Blmngtn,Inside,Reg,7,5,2006,0,7,191000,12.743113253292215,1932005.5273615555,1346.0
1084,43.0,3182,2007,1266,1266,388.0,Blmngtn,Inside,Reg,7,5,2007,0,6,159895,12.548174296991464,1902450.4937065053,1266.0
1085,53.0,3710,2007,1246,1246,428.0,Blmngtn,Inside,Reg,7,5,2008,0,5,187687,12.723912322861286,1929094.4409585944,1146.0
1086,80.0,9024,2004,813,1515,393.0,Gilbert,Inside,IR1,6,5,2004,702,8,179000,12.67192253755394,1921212.1793335413,789.0
1087,62.0,7415,2004,864,1593,398.0,Gilbert,Inside,IR1,6,5,2004,729,8,193000,12.754545173589703,1933738.740648142,839.0
1088,59.0,9587,2005,1166,1166,400.0,Gilbert,Inside,IR1,7,5,2005,0,5,190000,12.737352669386858,1931132.155233036,856.0
1089,51.0,8029,2005,728,1456,400.0,Gilbert,Inside,IR1,6,5,2005,728,8,176000,12.653384704452451,1918401.626268092,728.0
1090,,8010,2002,840,1720,400.0,Gilbert,Inside,IR1,7,5,2003,880,7,188000,12.72574068468929,1929371.6420700878,840.0
1091,,8396,2003,847,1986,434.0,Gilbert,Inside,IR1,7,5,2003,1139,9,213000,12.8628014506792,1950151.6627929301,847.0
1092,55.0,7301,2007,1358,1358,484.0,NridgHt,Inside,IR1,7,6,2008,0,6,217300,12.884755056648642,1953480.0871140063,1350.0
1093,93.0,10261,2000,962,1792,451.0,Gilbert,Inside,IR1,6,5,2000,830,8,186500,12.716950963423363,1928039.0171665656,936.0
1094,71.0,8220,2000,1008,1892,431.0,Gilbert,Inside,IR1,7,5,2001,884,8,226750,12.931524655852487,1960570.9072596228,982.0
1095,60.0,15384,2004,788,1490,388.0,Gilbert,Inside,IR1,7,5,2005,702,8,184000,12.702144339930765,1925794.1592687643,788.0
1096,,7750,2002,707,1414,403.0,Gilbert,Inside,Reg,7,5,2002,707,6,176000,12.653384704452451,1918401.626268092,707.0
1097,41.0,12460,1999,1037,2322,400.0,Gilbert,FR2,IR1,7,5,2000,1285,8,225000,12.923011354703972,1959280.1908900742,1037.0
1098,77.0,8390,1999,873,1651,450.0,Gilbert,Inside,IR1,7,5,1999,778,7,185900,12.713415416124567,1927502.9867015039,831.0
1099,84.0,9660,1997,1182,2199,516.0,NoRidge,Inside,Reg,8,5,1997,1017,9,284500,13.1810539654263,1998402.4791646085,1173.0
1100,80.0,9200,1998,1470,2630,696.0,NoRidge,Inside,Reg,8,5,1998,1160,8,315000,13.293198172769845,2015404.8571661809,1470.0
1101,84.0,14260,2000,1145,2198,836.0,NoRidge,FR2,IR1,8,5,2000,1053,9,250000,13.038826636673068,1976839.1468900468,1145.0
1102,,11000,2000,1533,2172,687.0,NoRidge,FR2,Reg,9,5,2000,639,8,291000,13.205922260477285,2002172.8045583784,1519.0
1103,136.0,11675,1998,2006,2006,938.0,NoRidge,Inside,IR1,8,5,1998,0,5,350000,13.409311721598169,2033009.0339225866,1982.0
1104,97.0,10990,1996,1064,2125,576.0,NoRidge,CulDSac,IR1,7,5,1997,1061,12,279500,13.161537783258403,1995443.5968984072,1064.0
1105,,11929,1995,1251,2501,751.0,NoRidge,CulDSac,IR1,8,7,1995,1250,9,290000,13.202132466563109,2001598.2273224823,1242.0
