BldgType,GrLivArea,TotalBsmtSF,OverallQual,GarageCars,GarageArea,Neighborhood,YearBuilt,YearRemodAdd,YrSold,SaleType,SaleCondition,TotRmsAbvGrd,FullBath,@1stFlrSF,@2ndFlrSF,SalePrice,Foundation
Single Family Residential,1431,1431,7,2,666,CollgCr,1999,1999,2009,WD,Normal,6,2,1431,0,192000,PConc
Single Family Residential,1772,928,6,2,492,CollgCr,1998,1998,2009,WD,Normal,7,2,928,844,200000,PConc
Single Family Residential,1660,831,7,2,493,CollgCr,2002,2002,2009,WD,Normal,7,2,831,829,195000,PConc
Single Family Residential,1573,1573,7,2,544,CollgCr,2002,2002,2009,WD,Normal,6,2,1573,0,227000,PConc
Single Family Residential,1840,944,7,2,622,CollgCr,2001,2001,2009,WD,Normal,6,2,944,896,230000,PConc
Single Family Residential,1430,1413,7,2,605,CollgCr,2001,2002,2009,WD,Normal,6,2,1430,0,187100,PConc
Single Family Residential,1444,1431,7,2,577,CollgCr,2002,2001,2009,WD,Normal,6,2,1444,0,203000,PConc
Single Family Residential,1492,1492,7,2,608,CollgCr,2001,2001,2009,WD,Family,6,2,1492,0,201000,PConc
Single Family Residential,1040,1040,5,0,0,CollgCr,1978,1978,2009,WD,Normal,5,2,1040,0,124000,CBlock
Single Family Residential,907,907,5,1,343,CollgCr,1978,1978,2009,WD,Normal,5,1,907,0,140000,BrkTil
Single Family Residential,914,914,5,2,444,CollgCr,1979,1979,2009,WD,Normal,5,1,914,0,134900,CBlock
Single Family Residential,1040,1040,5,2,484,CollgCr,1977,2008,2009,WD,Normal,5,2,1040,0,150500,CBlock
Single Family Residential,864,864,5,1,336,CollgCr,1978,2005,2009,WD,Normal,6,1,864,0,136500,CBlock
Single Family Residential,1268,1268,5,1,252,CollgCr,1977,1989,2009,WD,Normal,5,1,1268,0,143500,CBlock
Single Family Residential,864,864,5,1,338,CollgCr,1972,1972,2009,WD,Normal,5,1,864,0,133500,CBlock
Single Family Residential,894,894,5,2,600,CollgCr,1972,1972,2009,WD,Normal,6,1,894,0,123000,CBlock
Single Family Residential,768,768,5,1,396,CollgCr,1972,2003,2009,WD,Normal,5,1,768,0,133900,CBlock
Single Family Residential,768,768,5,2,396,CollgCr,1972,2007,2009,WD,Normal,5,1,768,0,133000,CBlock
Single Family Residential,1611,1569,7,3,1231,CollgCr,2002,2002,2009,WD,Normal,6,2,1611,0,250000,PConc
Single Family Residential,2184,1068,8,2,570,CollgCr,2003,2003,2009,WD,Normal,8,2,1068,1116,254750,PConc
Single Family Residential,1788,1753,8,2,522,CollgCr,2001,2001,2009,WD,Normal,7,2,1788,0,236500,PConc
Single Family Residential,1872,1299,8,2,531,CollgCr,2001,2001,2009,WD,Normal,7,2,1299,573,261500,PConc
Single Family Residential,2153,1440,9,3,736,CollgCr,2000,2000,2009,WD,Normal,8,2,1476,677,313000,PConc
Single Family Residential,1725,840,7,2,550,CollgCr,2002,2002,2009,WD,Normal,6,2,840,885,198500,PConc
Single Family Residential,1870,944,7,2,608,CollgCr,2001,2001,2009,WD,Normal,6,2,944,926,211000,PConc
Single Family Residential,1513,1462,8,2,521,CollgCr,1999,2000,2009,WD,Normal,5,2,1513,0,220000,PConc
Single Family Residential,1504,1504,7,2,478,CollgCr,1996,1996,2009,WD,Normal,6,2,1504,0,203000,PConc
Single Family Residential,1828,1822,8,2,523,CollgCr,2002,2003,2009,WD,Normal,7,2,1828,0,279500,PConc
Single Family Residential,1417,1417,7,2,511,CollgCr,1997,1998,2009,WD,Normal,7,2,1417,0,210000,PConc
Single Family Residential,2034,1057,7,2,645,CollgCr,1997,1998,2009,WD,Normal,8,2,1057,977,219500,PConc
Single Family Residential,1716,880,7,2,512,CollgCr,1996,1996,2009,WD,Normal,7,2,909,807,191000,PConc
Single Family Residential,1212,1212,7,2,573,CollgCr,2001,2001,2009,WD,Normal,6,2,1212,0,178000,PConc
Single Family Residential,1630,1630,7,2,451,CollgCr,2000,2001,2009,WD,Normal,6,2,1630,0,213000,PConc
Townhouse End Unit,848,848,6,2,420,CollgCr,2003,2004,2009,WD,Normal,4,1,848,0,144000,PConc
Townhouse End Unit,848,848,6,2,420,CollgCr,2003,2003,2009,WD,Normal,4,1,848,0,140000,PConc
Single Family Residential,1602,1578,8,3,810,CollgCr,2007,2007,2009,WD,Normal,7,2,1602,0,293200,PConc
Single Family Residential,1728,864,7,2,572,CollgCr,2004,2004,2009,WD,Normal,7,2,864,864,190000,PConc
Single Family Residential,1500,1500,7,2,570,CollgCr,2004,2004,2009,WD,Normal,6,2,1500,0,190000,PConc
Single Family Residential,1476,738,6,2,540,CollgCr,2005,2005,2009,WD,Normal,7,2,738,738,173500,PConc
Single Family Residential,1396,608,6,2,440,CollgCr,2007,2007,2009,WD,Normal,6,2,608,788,170000,PConc
Single Family Residential,1126,0,4,2,520,Edwards,1949,2003,2009,WD,Normal,5,2,1126,0,108000,CBlock
Single Family Residential,1486,1486,5,2,480,Edwards,1964,1999,2009,WD,Normal,7,1,1486,0,167000,PConc
Single Family Residential,816,816,4,1,288,Edwards,1938,1958,2009,WD,Normal,3,1,816,0,100000,CBlock
Single Family Residential,1922,0,7,2,672,Edwards,2003,2003,2009,ConLD,Normal,7,3,495,1427,198500,Slab
Single Family Residential,1426,690,6,2,440,Edwards,1977,1977,2009,WD,Normal,6,1,698,728,159500,CBlock
Single Family Residential,1149,1014,4,1,544,Edwards,1960,1971,2009,WD,Normal,7,1,1149,0,127000,CBlock
Single Family Residential,1125,1041,6,1,352,Edwards,1976,1976,2009,WD,Abnorml,6,1,1125,0,125000,CBlock
Single Family Residential,1698,1698,9,3,768,Edwards,2007,2008,2009,WD,Normal,8,2,1698,0,320000,PConc
Townhouse End Unit,1072,547,6,2,525,Edwards,2005,2006,2009,WD,Normal,5,1,1072,0,145500,Wood
Single Family Residential,698,698,5,0,0,Edwards,1947,2008,2009,WD,Normal,4,1,698,0,118000,CBlock
Single Family Residential,876,876,4,1,320,Edwards,1959,1959,2009,WD,Normal,5,1,876,0,85000,CBlock
Single Family Residential,1368,1078,5,1,195,Edwards,1950,1950,2009,WD,Normal,6,1,1368,0,120000,CBlock
Single Family Residential,1529,0,4,1,240,Edwards,1945,1950,2009,WD,Normal,9,2,1088,441,98000,Slab
Single Family Residential,864,864,5,0,0,Edwards,1922,1950,2009,WD,Normal,4,1,864,0,99900,PConc
Single Family Residential,944,0,3,2,528,Edwards,1952,1952,2009,WD,Normal,4,1,944,0,82000,Slab
Duplex,1678,1678,5,0,0,Edwards,1959,1959,2009,WD,Normal,10,2,1678,0,119900,CBlock
Single Family Residential,1560,1150,5,1,313,Edwards,1956,1956,2009,WD,Normal,7,1,1560,0,103500,CBlock
Single Family Residential,960,672,4,1,288,Edwards,1956,1956,2009,COD,Abnorml,5,1,960,0,112000,CBlock
Single Family Residential,1196,684,6,2,528,Edwards,1920,2000,2009,ConLI,Normal,7,1,684,512,110000,BrkTil
Single Family Residential,1298,720,5,1,256,Edwards,1941,1950,2009,WD,Normal,6,1,854,444,122000,CBlock
Single Family Residential,1604,984,5,2,660,Edwards,1941,1960,2009,WD,Normal,6,2,984,620,117000,CBlock
Single Family Residential,1268,832,5,1,250,SWISU,1938,1950,2009,WD,Abnorml,7,1,832,436,160000,PConc
Single Family Residential,1520,793,5,1,281,SWISU,1932,2000,2009,WD,Abnorml,6,1,848,672,159434,BrkTil
Single Family Residential,438,290,2,1,246,SWISU,1920,1950,2009,WD,Normal,3,1,438,0,60000,CBlock
Single Family Residential,1489,778,6,1,240,SWISU,1940,1950,2009,WD,Normal,7,2,944,545,139500,BrkTil
Single Family Residential,3082,824,7,2,672,SWISU,1920,1970,2009,WD,Normal,12,2,1687,998,197000,BrkTil
Single Family Residential,1242,583,6,1,180,SWISU,1935,1950,2009,WD,Normal,6,1,647,595,105000,BrkTil
Single Family Residential,1981,1122,4,2,576,SWISU,1928,1950,2009,WD,Normal,7,2,1328,653,135000,BrkTil
Single Family Residential,1232,816,6,2,440,Crawfor,1916,2000,2009,WD,Normal,6,1,1232,0,147500,BrkTil
Single Family Residential,1608,976,6,1,216,SWISU,1925,1990,2009,WD,Normal,7,2,1160,448,137450,BrkTil
Single Family Residential,1135,560,7,2,576,SWISU,1936,2007,2009,WD,Normal,6,1,575,560,155000,PConc
Single Family Residential,1913,896,6,2,342,Crawfor,1928,1950,2009,WD,Normal,9,1,1172,741,177000,BrkTil
Single Family Residential,1477,861,7,1,216,SWISU,1928,1950,2009,WD,Normal,6,2,877,600,145000,BrkTil
Single Family Residential,1228,600,7,1,215,Crawfor,1918,1990,2009,WD,Normal,6,1,628,600,137000,BrkTil
Single Family Residential,2080,1276,7,1,282,Crawfor,1926,2004,2009,WD,Normal,9,1,1276,804,234000,BrkTil
Single Family Residential,1567,840,5,2,440,Crawfor,1940,1950,2009,WD,Normal,6,1,840,727,205000,CBlock
Single Family Residential,1494,771,6,1,213,Crawfor,1942,1950,2009,WD,Normal,7,1,753,741,177500,CBlock
Single Family Residential,1308,728,5,1,256,Crawfor,1940,1950,2009,WD,Normal,7,1,976,332,160000,BrkTil
Single Family Residential,1273,1273,5,1,307,Crawfor,1960,1960,2009,WD,Normal,5,1,1273,0,155000,CBlock
Single Family Residential,964,876,5,2,432,Crawfor,1921,2006,2009,WD,Normal,5,1,964,0,163500,BrkTil
Single Family Residential,1343,731,5,1,186,Crawfor,1921,1950,2009,WD,Normal,7,1,820,523,154900,BrkTil
Duplex,2480,920,7,2,400,Crawfor,1940,1950,2009,WD,Normal,13,2,1240,1240,205000,BrkTil
Single Family Residential,1112,1112,5,1,390,Crawfor,1954,1954,2009,WD,Family,6,1,1112,0,144800,BrkTil
Single Family Residential,1564,704,7,1,234,Crawfor,1941,1950,2009,WD,Normal,7,1,860,704,174500,CBlock
Single Family Residential,1561,1561,6,2,463,Crawfor,1960,1960,2009,WD,Normal,6,2,1561,0,193000,CBlock
Single Family Residential,1523,1067,5,1,295,Crawfor,1949,2005,2009,WD,Normal,7,2,986,537,158000,BrkTil
Single Family Residential,1152,1092,6,1,300,Crawfor,1950,2004,2009,WD,Family,6,1,1152,0,158500,CBlock
Single Family Residential,1906,1310,6,2,576,Crawfor,1954,1954,2009,WD,Normal,6,1,1906,0,224000,PConc
Twnhs,1032,516,6,2,452,Blueste,1980,1980,2009,WD,Normal,5,1,516,516,115000,CBlock
Townhouse End Unit,1229,561,6,2,462,Blueste,1980,1992,2009,WD,Normal,5,1,561,668,137000,CBlock
Twnhs,1229,561,6,2,462,Blueste,1980,1980,2009,WD,Normal,5,1,561,668,121000,CBlock
Townhouse End Unit,1229,561,6,2,462,Blueste,1980,1980,2009,WD,Normal,5,1,561,668,124000,CBlock
Single Family Residential,1982,572,6,2,501,Crawfor,1986,1986,2009,WD,Normal,6,2,1182,800,208000,CBlock
Single Family Residential,2365,1803,7,2,551,Crawfor,1971,2009,2009,WD,Normal,7,2,2365,0,315000,CBlock
Single Family Residential,1680,880,6,2,540,Crawfor,1988,2007,2009,WD,Normal,5,2,1680,0,222000,CBlock
Single Family Residential,1344,672,5,1,468,IDOTRR,1920,1997,2009,WD,Normal,6,1,672,672,147000,CBlock
Single Family Residential,2168,760,5,2,576,IDOTRR,1900,1993,2009,WD,Normal,11,2,928,928,123000,BrkTil
Single Family Residential,1192,596,5,1,189,IDOTRR,1920,1950,2009,WD,Normal,6,1,596,596,78000,PConc
Single Family Residential,1526,1013,3,0,0,IDOTRR,1915,1982,2009,ConLD,Abnorml,6,1,1013,0,85000,CBlock
Single Family Residential,572,572,4,1,200,IDOTRR,1925,1950,2009,WD,Normal,4,1,572,0,75000,BrkTil
Townhouse End Unit,1648,1596,8,2,482,Crawfor,2007,2008,2009,New,Partial,5,2,1648,0,230000,PConc
Single Family Residential,810,0,2,1,280,IDOTRR,1910,1950,2009,ConLD,Normal,4,1,810,0,57625,CBlock
Single Family Residential,2052,1107,8,3,642,Mitchel,2000,2001,2009,WD,Normal,7,2,1040,1012,251000,PConc
Single Family Residential,2149,1434,7,2,670,Mitchel,2003,2003,2009,WD,Abnorml,6,1,1518,631,239686,PConc
Single Family Residential,1710,1710,7,2,550,Mitchel,2004,2005,2009,WD,Normal,7,2,1710,0,240000,PConc
Single Family Residential,1961,804,6,2,560,Mitchel,2001,2002,2009,WD,Normal,7,2,804,1157,215000,PConc
Single Family Residential,926,902,6,1,351,Mitchel,1977,1977,2009,WD,Normal,5,1,926,0,156450,CBlock
Single Family Residential,1287,957,6,2,541,Mitchel,1977,1977,2009,WD,Normal,5,1,1287,0,173000,CBlock
Duplex,1734,0,5,2,539,Mitchel,1977,1977,2009,COD,Normal,8,2,1302,432,126000,CBlock
Single Family Residential,1217,1188,7,2,497,Mitchel,1990,1991,2009,WD,Normal,6,2,1217,0,173000,PConc
Single Family Residential,1595,1582,5,2,672,Mitchel,1991,1991,2009,COD,Abnorml,5,2,1595,0,152000,PConc
Single Family Residential,1344,819,6,2,525,Timber,1958,1958,2009,COD,Abnorml,7,1,1344,0,137500,CBlock
Single Family Residential,2036,2136,7,2,513,Timber,1965,1965,2009,WD,Normal,8,2,2036,0,375000,CBlock
Single Family Residential,1620,1620,9,3,912,Timber,2007,2008,2009,WD,Normal,6,2,1620,0,315500,PConc
Single Family Residential,1692,846,7,2,650,Timber,2009,2009,2009,New,Partial,6,2,846,846,224500,PConc
Single Family Residential,2036,2190,9,3,780,Timber,2008,2008,2009,WD,Normal,9,2,2036,0,410000,CBlock
Single Family Residential,1641,1641,9,3,885,Timber,2008,2008,2009,WD,Normal,7,2,1641,0,316500,PConc
Single Family Residential,1466,1466,8,3,610,Timber,2007,2007,2009,WD,Normal,7,2,1466,0,201000,PConc
Single Family Residential,1412,1392,6,2,576,Timber,1988,1988,2009,WD,Normal,6,2,1412,0,175000,CBlock
Single Family Residential,2237,712,6,2,440,Timber,1980,2006,2009,WD,Normal,7,2,1375,862,204000,PConc
Single Family Residential,1479,1645,7,2,578,Timber,1987,1989,2009,WD,Normal,7,2,1479,0,213500,PConc
Single Family Residential,1296,1267,8,2,471,Timber,2001,2002,2009,WD,Normal,6,2,1296,0,220000,PConc
Single Family Residential,2014,912,7,2,486,Timber,2003,2003,2009,WD,Abnorml,9,2,1072,942,170000,PConc
Single Family Residential,1838,1838,9,3,765,Timber,2006,2006,2009,WD,Normal,8,2,1838,0,315000,PConc
Single Family Residential,1978,1978,9,3,920,Timber,2007,2007,2009,WD,Normal,7,2,1978,0,425000,PConc
Single Family Residential,1008,1008,5,1,384,Mitchel,1968,1968,2009,WD,Normal,6,1,1008,0,139500,CBlock
Single Family Residential,1771,0,5,2,336,Mitchel,1960,2006,2009,WD,Normal,9,1,1771,0,115000,Slab
Townhouse End Unit,1204,1204,6,2,412,Mitchel,1998,1998,2009,WD,Normal,5,2,1204,0,162000,PConc
Townhouse End Unit,1224,1224,6,2,402,Mitchel,1999,1999,2009,WD,Normal,5,2,1224,0,165000,PConc
Twnhs,988,462,4,1,297,MeadowV,1973,1973,2009,WD,Normal,5,1,526,462,91000,CBlock
Single Family Residential,874,864,5,1,288,Mitchel,1968,1968,2009,WD,Normal,5,1,874,0,130000,CBlock
Twnhs,630,630,4,1,286,MeadowV,1970,2002,2009,WD,Normal,3,1,630,0,86000,CBlock
Single Family Residential,1404,1188,5,2,504,Mitchel,1969,2000,2009,WD,Normal,7,2,1404,0,160000,CBlock
Townhouse End Unit,630,630,4,1,286,MeadowV,1970,1970,2009,WD,Normal,3,1,630,0,80000,CBlock
Twnhs,1344,546,4,0,0,MeadowV,1970,2008,2009,WD,Normal,6,1,798,546,97000,CBlock
Townhouse End Unit,1092,546,4,1,286,MeadowV,1970,1970,2009,WD,Normal,6,1,546,546,88000,CBlock
Single Family Residential,796,796,5,1,336,Mitchel,1972,1972,2009,WD,Normal,4,1,796,0,131900,CBlock
Single Family Residential,1091,384,6,1,429,Mitchel,1993,1996,2009,WD,Normal,5,1,1091,0,131250,CBlock
Single Family Residential,1110,1097,5,2,602,Mitchel,1978,1978,2009,WD,Normal,4,1,1110,0,165500,PConc
Single Family Residential,833,833,5,0,0,Mitchel,1985,1985,2009,WD,Normal,5,1,833,0,112000,CBlock
Single Family Residential,883,828,5,2,698,Mitchel,1992,1993,2009,WD,Normal,5,1,883,0,149000,PConc
Single Family Residential,1362,796,5,2,480,Mitchel,1993,1995,2009,WD,Normal,5,1,796,566,143000,Wood
Single Family Residential,1287,624,5,2,440,Mitchel,1992,1992,2009,WD,Normal,6,1,624,663,130000,PConc
Single Family Residential,1567,1567,6,2,714,Mitchel,1977,1977,2009,WD,Normal,5,2,1567,0,196000,PConc
Single Family Residential,1632,784,5,2,898,Mitchel,1969,1969,2009,WD,Normal,7,1,784,848,173000,CBlock
Single Family Residential,1414,1184,6,2,601,NAmes,1958,2002,2008,WD,Normal,6,1,1414,0,176500,CBlock
Single Family Residential,2117,1205,6,2,550,NAmes,1970,1970,2008,WD,Normal,7,2,2117,0,237500,CBlock
Single Family Residential,2112,952,6,2,576,NAmes,1969,1969,2008,WD,Normal,9,2,1092,1020,206900,CBlock
Single Family Residential,1604,926,6,2,470,Gilbert,1997,1998,2008,WD,Normal,7,2,926,678,187500,PConc
Single Family Residential,1470,680,6,2,420,Gilbert,1995,1996,2008,WD,Normal,7,2,680,790,165000,PConc
Single Family Residential,1604,926,6,2,472,Gilbert,1998,1998,2008,WD,Normal,7,2,926,678,195500,PConc
Single Family Residential,1638,943,6,2,472,Gilbert,1998,1998,2008,WD,Normal,7,2,943,695,192000,PConc
Single Family Residential,1636,916,6,2,386,Gilbert,1996,1996,2008,WD,Normal,7,2,916,720,173000,PConc
Single Family Residential,1384,1348,5,2,404,Gilbert,1996,1997,2008,WD,Normal,7,2,1384,0,177900,PConc
Single Family Residential,1446,729,7,2,406,Gilbert,1996,1997,2008,WD,Normal,6,2,729,717,175000,PConc
Townhouse End Unit,1593,1593,8,2,682,StoneBr,2001,2002,2008,WD,Normal,5,1,1593,0,286000,PConc
Single Family Residential,1682,1664,8,2,528,StoneBr,1997,1997,2008,WD,Normal,6,1,1682,0,247900,PConc
Townhouse End Unit,1337,1337,8,2,462,StoneBr,1993,1993,2008,WD,Normal,5,2,1337,0,180000,PConc
Townhouse End Unit,1280,1280,8,2,506,StoneBr,1992,1992,2008,WD,Normal,5,2,1280,0,180000,PConc
Single Family Residential,1604,926,6,2,470,Gilbert,1997,1998,2008,WD,Normal,7,2,926,678,181000,PConc
Single Family Residential,1633,932,6,2,460,Gilbert,1998,1998,2008,WD,Family,7,2,932,701,183000,PConc
Single Family Residential,1658,773,6,2,431,Gilbert,1995,1996,2008,WD,Normal,8,2,773,885,188000,PConc
Single Family Residential,1895,712,7,2,409,Gilbert,1994,1996,2008,WD,Normal,7,2,1086,809,194500,PConc
Single Family Residential,1709,836,6,2,416,Gilbert,1991,1991,2008,WD,Normal,7,2,851,858,185000,PConc
Townhouse End Unit,1228,1228,8,2,472,StoneBr,1988,1989,2008,WD,Normal,5,2,1228,0,189000,PConc
Townhouse End Unit,1337,1337,8,2,462,StoneBr,1989,1989,2008,WD,Normal,5,2,1337,0,188500,PConc
Single Family Residential,2500,1168,8,3,683,StoneBr,2005,2005,2008,WD,Normal,9,3,1168,1332,355000,PConc
Single Family Residential,2504,1122,9,3,656,StoneBr,2005,2007,2008,WD,Normal,11,2,1134,1370,325000,PConc
Single Family Residential,1884,1884,9,3,670,StoneBr,2004,2004,2008,WD,Normal,7,2,1884,0,387000,PConc
Single Family Residential,1474,1632,6,2,495,Gilbert,1952,1952,2008,WD,Normal,7,1,1474,0,115000,CBlock
Townhouse End Unit,1710,1710,9,2,557,StoneBr,2007,2007,2008,WD,Normal,6,2,1710,0,334000,PConc
Single Family Residential,1488,1488,6,2,738,Gilbert,1950,1950,2008,WD,Family,6,2,1488,0,133000,CBlock
Single Family Residential,2093,791,7,2,542,NWAmes,1986,1991,2008,WD,Normal,7,2,1236,857,215000,CBlock
Single Family Residential,1688,1675,7,2,528,NWAmes,1988,1988,2008,WD,Normal,6,2,1688,0,226500,CBlock
Single Family Residential,1422,1422,6,2,576,NWAmes,1981,1981,2008,WD,Normal,7,2,1422,0,175500,CBlock
Single Family Residential,1260,1260,7,2,598,NWAmes,1983,1983,2008,WD,Normal,6,2,1260,0,181900,CBlock
Single Family Residential,2064,2048,7,2,550,NWAmes,1978,1978,2008,WD,Normal,7,2,2064,0,235000,CBlock
Single Family Residential,1782,1782,7,2,551,NWAmes,1979,1979,2008,WD,Normal,6,2,1782,0,220000,CBlock
Single Family Residential,2872,1330,6,2,619,NWAmes,1977,1995,2008,WD,Normal,11,2,1542,1330,272000,CBlock
Single Family Residential,1211,1211,6,2,461,NWAmes,1976,1976,2008,WD,Normal,6,2,1211,0,161000,PConc
Single Family Residential,1126,1126,5,2,540,NWAmes,1977,1977,2008,WD,Abnorml,6,2,1126,0,175000,PConc
Single Family Residential,2044,738,7,2,489,NWAmes,1980,1988,2008,WD,Normal,7,2,1277,767,185000,CBlock
Single Family Residential,1308,720,5,2,484,NWAmes,1969,1969,2008,WD,Normal,7,1,720,588,146900,CBlock
Single Family Residential,2840,1420,7,4,1314,NWAmes,1978,1978,2008,WD,Normal,8,2,1420,1420,292500,PConc
Single Family Residential,1523,1193,6,2,478,NWAmes,1976,1976,2008,COD,Abnorml,7,2,1523,0,180000,CBlock
Single Family Residential,1444,1444,6,2,473,NWAmes,1976,1976,2008,WD,Normal,5,2,1444,0,159900,CBlock
Single Family Residential,1964,803,7,2,483,NWAmes,1976,1976,2008,WD,Normal,8,2,1098,866,205000,CBlock
Single Family Residential,1178,1176,5,2,439,NWAmes,1973,2000,2008,WD,Normal,5,1,1178,0,157000,CBlock
Single Family Residential,2340,1236,8,3,787,NWAmes,1996,1996,2008,WD,Normal,9,2,1236,1104,306000,PConc
Duplex,1792,896,5,2,480,NAmes,1974,1974,2008,WD,Normal,8,2,896,896,133000,CBlock
Single Family Residential,1054,1054,6,2,460,NAmes,1969,1969,2008,WD,Normal,6,1,1054,0,151000,CBlock
Single Family Residential,936,936,4,1,288,NAmes,1969,1969,2008,COD,Normal,4,1,936,0,111900,CBlock
Single Family Residential,864,864,5,2,576,NAmes,1971,1971,2008,WD,Normal,5,1,864,0,123000,CBlock
Single Family Residential,864,864,4,2,576,NAmes,1972,1972,2008,COD,Normal,5,1,864,0,111250,CBlock
Townhouse End Unit,1337,1405,6,2,511,NAmes,1998,1999,2008,COD,Abnorml,5,2,1337,0,181000,PConc
Twnhs,987,483,6,1,264,BrDale,1973,1973,2008,WD,Normal,5,1,483,504,103400,CBlock
Twnhs,987,483,6,1,264,BrDale,1973,1973,2008,WD,Normal,5,1,483,504,100000,CBlock
Twnhs,987,483,6,1,352,BrDale,1972,1972,2008,WD,Normal,5,1,483,504,100500,CBlock
Twnhs,987,483,6,1,280,BrDale,1970,1970,2008,WD,Normal,5,1,483,504,106000,CBlock
Twnhs,987,483,6,1,264,BrDale,1971,1971,2008,COD,Abnorml,4,1,483,504,85400,CBlock
Townhouse End Unit,987,483,6,1,264,BrDale,1971,1971,2008,WD,Normal,5,1,483,504,89500,CBlock
Twnhs,1302,630,5,1,264,BrDale,1972,1972,2008,WD,Normal,6,2,630,672,111750,CBlock
Townhouse End Unit,1069,1069,6,2,440,NPkVill,1977,1977,2008,COD,Abnorml,4,2,1069,0,140000,CBlock
Townhouse End Unit,1456,855,6,2,460,NPkVill,1975,1975,2008,WD,Normal,7,2,855,601,143000,CBlock
Twnhs,1055,1055,7,2,440,NPkVill,1977,1977,2008,WD,Normal,4,2,1055,0,148500,CBlock
Single Family Residential,892,864,5,1,264,NAmes,1966,1966,2008,WD,Normal,5,1,892,0,110000,CBlock
Single Family Residential,1932,1932,8,3,774,NridgHt,2008,2008,2008,New,Partial,7,2,1932,0,394617,PConc
Single Family Residential,2332,1682,10,3,846,NridgHt,2007,2008,2008,New,Partial,9,2,1742,590,426000,PConc
Single Family Residential,2084,2078,10,3,1220,NridgHt,2007,2008,2008,New,Partial,7,2,2084,0,385000,PConc
Single Family Residential,2713,1452,9,3,858,NridgHt,2008,2008,2008,New,Partial,11,2,1476,1237,446261,PConc
